0 1
1 0.749529
2 0.520263
3 0.566809
4 0.804266
5 2.31426
6 -1.60653
7 -0.707888
8 2.62639
9 1.36558
10 -2.64363
11 -0.589147
12 1.21275
13 -2.74639
14 2.17946
15 -2.27881
16 -0.149665
17 -0.836679
18 -0.754495
19 -0.472705
20 2.4417
21 -2.41461
22 -1.82253
23 0.586611
24 2.36564
25 -0.906464
26 0.92544
27 -0.233395
28 0.214591
29 0.574048
30 1.11652
31 -0.58597
32 -0.714879
33 0.479006
34 0.0361642
35 -0.268531
36 0.910243
37 -0.536921
38 -0.589243
39 0.802318
40 0.259865
41 -0.202773
42 1.63856
43 1.61546
44 2.2502
45 -0.135334
46 1.09977
47 0.931898
48 -1.33177
49 0.235607
50 -0.935883
51 0.309414
52 0.385463
53 1.34626
54 -1.82831
55 -1.77467
56 -0.0741733
57 -2.85449
58 -2.26939
59 -0.0542741
60 0.0217427
61 1.10528
62 1.24737
63 0.639171
64 2.72762
65 0.0209592
66 -0.937788
67 0.0582691
68 1.23821
69 0.219764
70 2.2006
71 0.0414122
72 -0.415011
73 -0.792156
74 1.03408
75 -0.563685
76 0.295666
77 -0.949225
78 -0.890711
79 0.694876
80 -0.507672
81 -0.100646
82 -0.834831
83 1.7368
84 0.0749694
85 -0.22058
86 0.523873
87 -1.47965
88 2.28777
89 0.65783
90 -0.408493
91 -0.456041
92 -1.98962
93 0.547475
94 -0.225623
95 0.146121
96 -2.67537
97 1.35396
98 -0.604663
99 0.238078
