0 1
1 1.01148
2 1.01454
3 1.01469
4 1.02299
5 1.05189
6 1.05524
7 1.07661
8 1.08156
9 1.09917
10 1.13191
11 1.15268
12 1.1809
13 1.23296
14 1.24417
15 1.26227
16 1.2832
17 1.28423
18 1.29224
19 1.31054
20 1.34516
21 1.39837
22 1.4226
23 1.43834
24 1.47323
25 1.47523
26 1.48432
27 1.51999
28 1.5267
29 1.55271
30 1.56697
31 1.5782
32 1.5937
33 1.60723
34 1.62705
35 1.62967
36 1.63667
37 1.63727
38 1.65087
39 1.65576
40 1.66016
41 1.6611
42 1.662
43 1.67891
44 1.68246
45 1.69248
46 1.69934
47 1.70657
48 1.73417
49 1.73465
50 1.74411
51 1.74938
52 1.78514
53 1.79649
54 1.8096
55 1.82992
56 1.83512
57 1.86802
58 1.88951
59 1.89912
60 1.90978
61 1.91349
62 1.92305
63 1.95238
64 1.97587
65 1.99381
66 2.02351
67 2.04588
68 2.04945
69 2.05345
70 2.0677
71 2.07362
72 2.075
73 2.08843
74 2.11744
75 2.13097
76 2.13945
77 2.15669
78 2.17045
79 2.17864
80 2.19561
81 2.2131
82 2.21402
83 2.23048
84 2.23693
85 2.24681
86 2.25758
87 2.27189
88 2.28522
89 2.31326
90 2.35385
91 2.35696
92 2.37274
93 2.37424
94 2.37723
95 2.37975
96 2.38678
97 2.41984
98 2.42627
99 2.43686
